	A-ID	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	COMPUTERSCIENCE1	COMPUTERSCIENCE2	COMPUTER_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
4992	836636	52	53	24.0	25.0	36	45.0	45	36.0	47	44	40	72.0	38	40.0	50.0	52.0	28.0	49	55
4993	836641	20	47	14.0	31.0	29	22.0	29	51.0	36	32	43	64.0	36	41.0	23.0	51.0	20.0	38	47
4994	836642	47	51	22.0	20.0	25	20.0	36	47.0	43	43	27	65.0	45	40.0	43.0	42.0	17.0	48	52
4995	836643	50	50	21.0	19.0	21	18.0	25	45.0	34	42	52	55.0	26	39.0	38.0	29.0	18.0	48	47
4996	836644	26	32	0.0	53.0	50	0.0	25	36.0	45	42	34	37.0	34	41.0	37.0	49.0	0.0	32	54
4997	836645	18	37	0.0	25.0	28	0.0	44	39.0	35	44	25	48.0	35	30.0	12.0	61.0	0.0	51	41
4998	836647	20	47	20.0	23.0	17	24.0	29	19.0	34	23	28	61.0	37	34.0	23.0	34.0	21.0	38	37
5000	836652	31	26	0.0	27.0	30	0.0	29	26.0	33	33	33	25.0	30	27.0	42.0	38.0	0.0	37	32
5002	836655	29	59	0.0	33.0	28	0.0	37	34.0	41	24	9	56.0	20	34.0	28.0	51.0	0.0	40	39
5003	836656	33	42	18.0	19.0	18	45.0	35	13.0	38	37	41	35.0	29	31.0	28.0	28.0	28.0	50	29
5004	836660	24	33	12.0	17.0	26	13.0	44	22.0	42	33	25	25.0	21	29.0	25.0	22.0	14.0	40	32
5006	836662	32	36	0.0	14.0	45	0.0	19	32.0	34	31	16	34.0	29	31.0	25.0	43.0	0.0	27	44
5007	836663	26	49	0.0	40.0	36	0.0	31	28.0	43	32	19	42.0	33	25.0	26.0	29.0	0.0	35	28
5008	836664	26	54	23.0	30.0	37	26.0	41	43.0	47	41	65	55.0	37	36.0	49.0	46.0	20.0	57	47
5011	836668	25	28	0.0	31.0	45	0.0	29	18.0	33	21	26	30.0	27	18.0	25.0	43.0	0.0	33	33
5012	836669	29	40	25.0	21.0	23	42.0	27	28.0	46	38	48	48.0	42	36.0	42.0	34.0	18.0	51	36
5013	836670	45	49	23.0	10.0	20	40.0	29	20.0	44	37	40	43.0	30	29.0	43.0	31.0	17.0	28	31
5014	836671	32	50	24.0	23.0	24	40.0	15	28.0	46	34	51	60.0	40	31.0	43.0	27.0	17.0	40	26
5015	836675	34	29	0.0	30.0	25	0.0	14	25.0	26	20	30	32.0	24	20.0	32.0	42.0	0.0	34	32
5016	836676	34	33	0.0	50.0	49	0.0	26	34.0	41	40	26	59.0	43	39.0	42.0	53.0	0.0	59	58
5017	836677	35	25	0.0	59.0	20	0.0	16	25.0	43	30	36	26.0	41	23.0	46.0	46.0	0.0	42	50
5018	836678	25	27	0.0	31.0	29	0.0	25	31.0	38	37	44	27.0	41	22.0	34.0	25.0	0.0	40	55
5019	836679	34	31	0.0	41.0	40	0.0	25	16.0	39	38	27	31.0	26	25.0	25.0	33.0	0.0	25	41
5020	836680	36	27	0.0	39.0	41	0.0	25	27.0	38	37	37	38.0	41	32.0	51.0	44.0	0.0	45	40
5021	836686	37	47	24.0	13.0	14	36.0	26	36.0	47	41	48	25.0	31	32.0	44.0	24.0	20.0	46	35
5022	836688	39	31	0.0	25.0	38	0.0	27	25.0	43	44	36	43.0	29	27.0	30.0	57.0	0.0	39	51
5023	836690	28	47	25.0	13.0	22	39.0	25	31.0	41	39	53	59.0	28	32.0	47.0	39.0	17.0	18	34
5024	836692	20	38	14.0	39.0	18	28.0	28	50.0	34	35	53	50.0	41	33.0	23.0	39.0	19.0	30	45
5025	836693	22	47	12.0	37.0	17	32.0	25	35.0	36	23	43	53.0	39	32.0	21.0	41.0	18.0	34	45
5026	836696	27	44	14.0	21.0	10	25.0	15	29.0	42	20	36	39.0	34	32.0	39.0	31.0	17.0	43	29
5027	836698	23	31	28.0	17.0	19	26.0	28	19.0	43	28	41	27.0	29	39.0	51.0	29.0	20.0	46	40
5028	836700	45	37	23.0	17.0	14	34.0	26	17.0	43	29	17	37.0	27	33.0	33.0	23.0	14.0	44	36
5031	836703	32	33	0.0	46.0	26	0.0	27	18.0	29	34	25	25.0	31	31.0	38.0	39.0	0.0	37	42
5033	836705	28	32	28.0	38.0	40	42.0	30	47.0	37	45	27	40.0	34	45.0	28.0	36.0	30.0	51	50
5035	836707	43	50	26.0	37.0	40	46.0	49	64.0	46	46	35	59.0	36	46.0	46.0	39.0	23.0	53	60
5036	836708	36	68	0.0	25.0	47	0.0	32	31.0	43	41	50	34.0	24	35.0	25.0	58.0	0.0	40	50
5037	836709	23	37	11.0	26.0	17	25.0	26	17.0	40	23	36	43.0	26	32.0	30.0	25.0	17.0	45	33
5040	836713	33	28	21.0	40.0	31	40.0	32	39.0	30	38	17	30.0	20	37.0	30.0	28.0	25.0	37	53
5042	836715	22	33	27.0	24.0	34	42.0	31	48.0	40	40	31	66.0	33	41.0	29.0	33.0	27.0	49	57
5043	836717	47	26	24.0	31.0	34	40.0	27	34.0	34	36	25	46.0	24	42.0	45.0	25.0	21.0	36	60
5044	836718	21	25	22.0	29.0	29	33.0	30	27.0	26	41	25	33.0	24	40.0	21.0	24.0	22.0	30	48
5046	836720	32	14	20.0	24.0	9	38.0	28	25.0	42	33	15	39.0	17	33.0	26.0	22.0	25.0	42	39
5047	836721	27	22	20.0	19.0	17	40.0	25	30.0	38	33	31	29.0	30	32.0	27.0	32.0	28.0	33	30
5048	836722	29	31	25.0	29.0	29	42.0	26	40.0	28	39	31	54.0	17	37.0	29.0	36.0	21.0	30	31
5050	836726	40	13	22.0	21.0	17	44.0	26	29.0	45	34	37	31.0	32	33.0	27.0	20.0	28.0	44	45
5052	836728	20	30	23.0	23.0	35	38.0	33	50.0	33	40	25	39.0	18	44.0	24.0	31.0	23.0	46	52
5054	836730	39	20	22.0	28.0	11	34.0	30	25.0	18	32	30	39.0	24	41.0	20.0	21.0	22.0	34	48
5055	836732	37	20	25.0	22.0	21	44.0	27	34.0	38	42	25	43.0	23	43.0	21.0	27.0	22.0	43	51
5057	836734	32	33	29.0	18.0	32	38.0	40	50.0	36	40	38	46.0	35	44.0	30.0	38.0	23.0	50	55
5058	836737	44	31	25.0	24.0	35	43.0	37	50.0	34	40	40	55.0	20	44.0	45.0	38.0	22.0	32	60
5060	836740	37	34	23.0	26.0	41	42.0	41	51.0	36	39	31	51.0	24	45.0	32.0	30.0	23.0	52	49
5061	836741	24	40	28.0	25.0	33	40.0	25	48.0	35	44	25	50.0	33	42.0	27.0	40.0	27.0	45	62
5062	836742	38	24	25.0	30.0	12	37.0	25	25.0	45	32	25	42.0	33	24.0	32.0	13.0	24.0	41	42
5065	836745	25	22	23.0	33.0	28	40.0	26	25.0	26	45	19	36.0	32	43.0	26.0	33.0	21.0	42	55
5066	836746	20	25	24.0	22.0	24	40.0	45	39.0	33	35	25	41.0	28	32.0	31.0	33.0	20.0	38	55
5068	836749	20	26	25.0	29.0	19	38.0	38	25.0	20	34	31	43.0	31	34.0	24.0	28.0	22.0	26	39
5069	836752	46	23	24.0	20.0	6	38.0	27	30.0	45	38	25	37.0	34	34.0	26.0	25.0	26.0	44	37
5072	836755	25	26	24.0	17.0	36	40.0	36	35.0	38	44	36	26.0	22	46.0	30.0	29.0	23.0	56	53
5073	836758	20	29	24.0	30.0	28	44.0	33	32.0	27	45	30	29.0	30	44.0	24.0	32.0	23.0	31	55
5075	836759	23	32	29.0	34.0	21	46.0	25	32.0	30	41	27	50.0	26	37.0	20.0	28.0	25.0	38	53
5076	836760	20	25	19.0	25.0	22	39.0	26	25.0	37	33	32	30.0	21	34.0	20.0	20.0	22.0	38	41
5078	836762	14	25	24.0	21.0	26	41.0	35	30.0	21	41	18	25.0	17	42.0	23.0	37.0	21.0	45	57
5080	836764	24	20	25.0	31.0	12	40.0	20	25.0	41	34	19	26.0	28	27.0	33.0	22.0	23.0	40	37
5082	836766	12	30	25.0	17.0	23	40.0	20	25.0	19	38	25	43.0	27	43.0	27.0	28.0	19.0	25	47
5083	836767	27	27	28.0	26.0	29	44.0	29	46.0	43	45	32	46.0	32	43.0	21.0	29.0	25.0	48	58
5085	836771	31	34	25.0	34.0	17	40.0	32	29.0	17	35	18	43.0	17	34.0	34.0	20.0	22.0	25	54
5087	836774	18	30	26.0	20.0	17	42.0	25	20.0	30	33	25	25.0	17	41.0	21.0	27.0	21.0	41	50
5088	836775	32	47	24.0	18.0	34	43.0	32	49.0	31	42	44	65.0	27	43.0	46.0	49.0	25.0	49	59
5092	836779	25	32	24.0	21.0	26	44.0	27	25.0	22	38	25	31.0	22	37.0	39.0	34.0	20.0	42	53
5096	836783	23	25	25.0	18.0	24	42.0	28	25.0	17	32	19	25.0	28	38.0	25.0	21.0	21.0	33	53
5097	836784	29	28	28.0	39.0	31	43.0	25	47.0	26	43	35	39.0	18	39.0	33.0	28.0	22.0	58	59
5099	836786	35	30	26.0	26.0	29	41.0	36	36.0	36	39	25	18.0	20	45.0	31.0	37.0	21.0	46	52
5100	836787	25	12	20.0	17.0	18	41.0	26	26.0	24	37	27	25.0	31	40.0	24.0	25.0	22.0	33	53
5101	836788	31	11	28.0	32.0	28	41.0	41	40.0	26	33	29	25.0	17	34.0	36.0	23.0	21.0	48	40
5102	836791	28	23	26.0	20.0	27	35.0	35	39.0	18	41	32	19.0	31	33.0	35.0	13.0	21.0	25	45
5104	836796	22	36	26.0	19.0	36	40.0	53	51.0	43	48	47	46.0	28	37.0	20.0	35.0	20.0	38	54
5106	836799	26	38	24.0	25.0	37	37.0	25	46.0	42	46	48	39.0	27	37.0	24.0	34.0	22.0	37	55
5107	836803	25	11	23.0	35.0	20	36.0	42	38.0	43	41	29	27.0	28	33.0	21.0	30.0	21.0	33	40
5108	836805	20	21	24.0	22.0	27	40.0	36	25.0	35	47	26	41.0	27	27.0	26.0	23.0	21.0	25	54
5109	836806	32	30	24.0	22.0	29	38.0	31	48.0	36	47	25	46.0	21	36.0	44.0	27.0	21.0	32	57
5111	836809	23	16	25.0	17.0	19	36.0	27	35.0	27	45	19	35.0	17	33.0	20.0	20.0	21.0	38	44
5112	836810	27	20	23.0	17.0	17	41.0	39	44.0	17	46	34	46.0	32	37.0	20.0	26.0	22.0	25	46
5113	836812	22	13	24.0	26.0	6	40.0	26	25.0	23	39	25	25.0	17	31.0	23.0	13.0	21.0	26	42
5115	836814	36	32	26.0	28.0	26	42.0	28	27.0	44	48	31	50.0	32	37.0	43.0	35.0	28.0	47	56
5116	836815	23	23	17.0	29.0	27	40.0	43	35.0	18	45	39	44.0	22	39.0	32.0	25.0	22.0	25	47
5117	836817	20	13	26.0	18.0	18	39.0	34	18.0	33	44	37	25.0	17	34.0	35.0	24.0	21.0	25	52
5118	836819	20	16	24.0	28.0	23	37.0	33	42.0	41	38	25	44.0	24	33.0	22.0	21.0	22.0	45	45
5120	836818	25	24	25.0	18.0	28	40.0	49	48.0	24	41	43	44.0	24	32.0	40.0	23.0	20.0	55	51
5121	836823	37	30	28.0	17.0	28	41.0	40	53.0	24	47	25	52.0	22	36.0	38.0	30.0	21.0	34	57
5122	836825	29	28	28.0	40.0	22	41.0	41	42.0	32	47	25	53.0	27	37.0	35.0	30.0	26.0	31	56
5123	836824	35	27	25.0	17.0	17	42.0	37	30.0	18	43	37	39.0	17	37.0	32.0	23.0	22.0	37	53
5124	836831	36	15	21.0	21.0	18	38.0	41	32.0	24	42	35	10.0	30	39.0	20.0	25.0	21.0	52	56
5125	836835	26	20	23.0	18.0	21	40.0	36	29.0	27	46	37	32.0	31	38.0	21.0	28.0	23.0	46	54
5127	836841	25	16	18.0	32.0	33	38.0	25	25.0	21	42	25	15.0	24	39.0	20.0	31.0	22.0	49	52
5128	836845	33	21	25.0	21.0	29	44.0	25	31.0	17	48	25	29.0	28	37.0	29.0	34.0	22.0	35	49
5129	836847	35	30	29.0	28.0	37	38.0	39	39.0	37	48	25	36.0	22	38.0	30.0	37.0	21.0	60	55
5130	836848	37	34	22.0	17.0	33	42.0	36	39.0	34	47	30	38.0	23	39.0	38.0	32.0	23.0	57	56
5131	836850	21	27	24.0	22.0	36	41.0	34	38.0	41	48	40	42.0	19	39.0	21.0	28.0	22.0	50	53
5132	836851	28	37	23.0	39.0	36	40.0	47	40.0	43	48	43	50.0	38	39.0	43.0	31.0	21.0	53	54
5137	836857	26	12	15.0	24.0	10	28.0	34	11.0	37	27	31	36.0	26	35.0	29.0	9.0	18.0	43	35
5139	836860	33	39	25.0	21.0	41	44.0	46	46.0	47	47	37	67.0	35	42.0	43.0	26.0	23.0	56	59
5141	836861	20	35	19.0	42.0	23	35.0	46	20.0	36	40	57	62.0	19	34.0	49.0	14.0	20.0	25	50
5144	836865	34	26	23.0	17.0	26	36.0	25	19.0	38	40	53	52.0	34	37.0	20.0	25.0	24.0	25	61
5145	836866	30	37	20.0	23.0	34	36.0	31	34.0	42	47	39	64.0	36	39.0	42.0	31.0	24.0	44	61
5148	836869	27	42	26.0	45.0	37	40.0	60	16.0	23	48	38	71.0	40	39.0	27.0	29.0	25.0	33	60
5149	836870	27	24	22.0	17.0	31	42.0	29	29.0	32	46	35	63.0	26	39.0	38.0	23.0	25.0	32	58
5151	836872	37	55	28.0	34.0	28	46.0	63	42.0	44	45	58	66.0	37	42.0	54.0	34.0	29.0	57	61
5152	836873	44	50	25.0	45.0	37	43.0	34	30.0	41	47	42	69.0	25	42.0	47.0	33.0	25.0	52	64
5156	836878	41	43	26.0	45.0	38	45.0	32	40.0	40	47	42	58.0	26	43.0	46.0	29.0	26.0	46	61
5158	836881	43	50	28.0	42.0	39	48.0	43	35.0	31	47	47	70.0	24	42.0	50.0	39.0	28.0	52	65
5159	836883	37	32	19.0	43.0	26	40.0	46	26.0	45	43	58	52.0	37	39.0	51.0	16.0	20.0	54	55
5162	836885	40	48	25.0	43.0	37	43.0	51	31.0	46	47	47	63.0	27	41.0	44.0	44.0	25.0	41	59
5164	836887	37	29	20.0	41.0	17	38.0	47	25.0	44	42	52	58.0	31	40.0	51.0	21.0	21.0	54	47
5165	836888	27	28	24.0	39.0	22	39.0	35	15.0	34	44	29	53.0	24	36.0	38.0	11.0	24.0	42	46
5166	836889	38	48	28.0	45.0	37	44.0	37	17.0	32	48	51	64.0	24	41.0	40.0	33.0	26.0	45	60
5169	836893	23	41	20.0	44.0	30	37.0	54	31.0	44	45	28	64.0	28	39.0	22.0	20.0	22.0	40	59
5172	836897	24	41	20.0	44.0	27	39.0	25	36.0	44	48	35	69.0	20	38.0	24.0	31.0	20.0	40	62
5174	836900	35	39	23.0	17.0	29	40.0	52	25.0	44	47	35	70.0	26	39.0	32.0	31.0	22.0	44	49
5176	836901	35	42	27.0	43.0	33	44.0	27	30.0	48	47	54	61.0	32	41.0	37.0	36.0	25.0	45	51
5177	836903	39	37	25.0	44.0	34	38.0	53	35.0	47	46	56	63.0	40	41.0	54.0	35.0	23.0	56	58
5179	836905	30	33	24.0	17.0	40	42.0	54	25.0	40	46	36	63.0	26	38.0	30.0	35.0	23.0	28	54
5180	836906	34	37	26.0	42.0	32	45.0	59	25.0	36	47	58	64.0	29	40.0	36.0	33.0	23.0	44	55
5182	836909	27	43	0.0	28.0	25	0.0	27	25.0	29	32	32	40.0	32	27.0	30.0	30.0	0.0	35	45
5184	836913	39	40	0.0	28.0	25	0.0	26	20.0	42	24	25	58.0	38	33.0	52.0	27.0	0.0	31	29
5185	836910	53	48	26.0	36.0	45	50.0	61	59.0	43	49	43	72.0	38	45.0	53.0	49.0	29.0	53	63
5186	836911	38	43	24.0	46.0	41	42.0	25	38.0	46	47	55	67.0	27	42.0	41.0	33.0	24.0	47	53
5187	836914	23	20	20.0	35.0	25	30.0	43	31.0	41	42	54	50.0	28	35.0	53.0	15.0	20.0	26	45
5189	836915	26	38	21.0	43.0	20	40.0	48	28.0	44	47	33	66.0	26	39.0	25.0	30.0	21.0	30	51
5191	836918	27	32	22.0	43.0	17	40.0	57	29.0	44	42	25	61.0	23	39.0	26.0	27.0	23.0	33	53
5195	836922	25	28	22.0	42.0	17	38.0	47	30.0	20	47	36	64.0	20	38.0	34.0	29.0	24.0	34	40
5198	836925	30	34	25.0	43.0	17	43.0	55	30.0	35	43	46	68.0	24	37.0	39.0	26.0	23.0	41	52
5199	836926	20	32	25.0	17.0	17	39.0	25	40.0	34	45	60	60.0	33	38.0	33.0	17.0	23.0	42	51
5202	836929	25	25	0.0	34.0	30	0.0	25	17.0	17	24	26	30.0	17	26.0	32.0	19.0	0.0	26	30
5203	836930	36	43	26.0	40.0	24	44.0	35	45.0	43	47	49	61.0	30	40.0	31.0	41.0	26.0	47	49
5205	836932	47	42	26.0	30.0	39	50.0	55	57.0	46	47	51	68.0	39	43.0	42.0	50.0	29.0	50	59
5206	836933	41	41	27.0	43.0	27	45.0	28	43.0	44	46	50	61.0	32	41.0	46.0	34.0	27.0	53	57
5210	836937	31	27	25.0	40.0	23	46.0	25	25.0	33	42	40	69.0	26	37.0	26.0	23.0	24.0	31	48
5211	836938	35	20	18.0	31.0	17	36.0	40	12.0	39	41	37	35.0	29	34.0	45.0	14.0	21.0	42	46
5213	836940	29	37	26.0	17.0	25	46.0	26	48.0	44	46	38	51.0	33	38.0	43.0	40.0	26.0	47	41
5214	836941	32	37	26.0	42.0	30	47.0	25	29.0	36	47	45	63.0	25	39.0	41.0	32.0	26.0	43	50
5215	836942	25	42	0.0	25.0	30	0.0	25	25.0	17	29	35	36.0	26	27.0	25.0	33.0	0.0	34	46
5217	836945	26	34	24.0	43.0	22	43.0	50	27.0	43	47	43	56.0	24	38.0	24.0	25.0	24.0	41	49
5220	836948	41	35	20.0	42.0	19	40.0	34	50.0	38	44	33	49.0	26	39.0	28.0	22.0	21.0	33	55
5222	836949	32	40	21.0	41.0	17	41.0	33	32.0	21	43	39	51.0	19	38.0	25.0	27.0	24.0	25	50
5226	836953	30	46	21.0	44.0	19	39.0	26	26.0	29	46	46	43.0	25	38.0	24.0	27.0	25.0	45	51
5231	836958	37	51	24.0	44.0	13	42.0	30	36.0	42	47	40	63.0	27	42.0	30.0	40.0	22.0	55	62
5234	836962	21	43	16.0	44.0	11	36.0	48	25.0	25	46	56	52.0	29	41.0	22.0	35.0	21.0	25	47
5236	836964	28	39	25.0	18.0	7	45.0	30	25.0	46	46	41	43.0	23	40.0	34.0	30.0	24.0	48	58
5238	836966	31	51	26.0	44.0	20	46.0	27	35.0	46	47	46	59.0	30	41.0	33.0	39.0	25.0	47	57
5240	836970	51	54	29.0	38.0	30	50.0	44	49.0	48	46	57	73.0	33	39.0	57.0	57.0	29.0	52	63
5243	836974	38	44	25.0	44.0	26	47.0	25	15.0	35	41	44	54.0	22	40.0	35.0	33.0	23.0	39	46
5247	836977	25	25	0.0	46.0	25	0.0	27	37.0	31	28	29	39.0	30	31.0	37.0	31.0	0.0	46	48
5250	836981	27	31	24.0	33.0	17	44.0	28	28.0	39	38	46	63.0	28	40.0	32.0	25.0	23.0	36	52
5251	836982	26	31	26.0	21.0	20	44.0	50	35.0	34	42	42	63.0	29	39.0	38.0	30.0	25.0	34	52
5253	836984	29	45	24.0	19.0	17	42.0	31	27.0	21	43	28	52.0	38	39.0	25.0	41.0	24.0	32	55
5254	836985	24	41	27.0	23.0	26	46.0	25	25.0	32	45	29	66.0	26	39.0	35.0	32.0	26.0	35	51
5256	836987	33	35	26.0	34.0	18	42.0	47	26.0	38	41	44	68.0	26	40.0	23.0	23.0	24.0	30	54
5259	836991	35	33	25.0	17.0	28	40.0	42	39.0	22	41	57	65.0	26	35.0	35.0	26.0	25.0	49	34
5262	836993	33	15	17.0	18.0	8	31.0	29	25.0	33	19	45	48.0	23	31.0	48.0	16.0	18.0	31	32
5265	836996	27	10	15.0	23.0	11	33.0	20	25.0	37	18	56	54.0	17	27.0	36.0	15.0	17.0	29	39
5266	836997	32	27	25.0	19.0	21	45.0	30	25.0	43	46	35	51.0	30	38.0	35.0	20.0	25.0	41	51
5270	837002	36	21	19.0	27.0	11	29.0	32	9.0	19	17	47	55.0	30	40.0	49.0	24.0	18.0	38	45
5273	837006	26	27	19.0	29.0	18	39.0	47	26.0	44	40	53	56.0	30	41.0	47.0	27.0	18.0	52	55
5276	837010	36	30	21.0	17.0	25	37.0	29	18.0	46	32	62	54.0	31	38.0	50.0	26.0	17.0	50	46
5278	837012	25	45	23.0	38.0	30	41.0	53	35.0	38	45	54	67.0	23	40.0	29.0	33.0	21.0	38	61
5280	837014	33	38	22.0	40.0	21	40.0	31	20.0	40	44	51	52.0	25	40.0	31.0	33.0	21.0	40	59
5283	837017	42	45	27.0	42.0	30	48.0	31	31.0	46	48	45	70.0	33	41.0	44.0	37.0	27.0	47	60
5285	837018	43	47	28.0	41.0	32	49.0	30	30.0	47	48	57	70.0	35	39.0	48.0	41.0	28.0	56	62
5287	837020	33	52	27.0	47.0	40	48.0	49	53.0	48	49	52	67.0	36	39.0	44.0	46.0	27.0	58	64
5288	837022	25	33	24.0	38.0	32	46.0	31	43.0	44	47	41	58.0	20	40.0	24.0	31.0	25.0	44	61
5290	837024	31	39	23.0	33.0	24	34.0	51	28.0	18	38	25	63.0	20	41.0	50.0	20.0	22.0	27	50
5292	837026	21	35	25.0	41.0	29	42.0	37	43.0	39	44	33	55.0	33	39.0	38.0	23.0	24.0	42	53
5294	837028	34	53	28.0	26.0	26	47.0	40	37.0	35	45	40	62.0	38	38.0	50.0	40.0	27.0	46	59
5296	837030	38	53	27.0	23.0	29	46.0	33	37.0	36	45	35	60.0	38	37.0	45.0	43.0	27.0	37	59
5298	837032	21	48	26.0	19.0	31	44.0	31	28.0	28	45	25	56.0	39	38.0	30.0	40.0	24.0	30	46
5301	837035	34	42	26.0	17.0	22	45.0	50	25.0	27	42	25	58.0	33	38.0	48.0	35.0	26.0	25	53
5303	837037	35	45	23.0	38.0	25	40.0	51	48.0	28	40	25	62.0	30	36.0	20.0	28.0	21.0	25	47
5305	837040	37	56	29.0	26.0	29	49.0	49	50.0	45	46	48	61.0	43	39.0	52.0	46.0	29.0	52	62
5306	837039	27	53	27.0	22.0	32	45.0	41	42.0	44	47	37	57.0	39	38.0	46.0	42.0	25.0	37	54
5307	837041	38	48	27.0	26.0	28	46.0	39	43.0	45	46	35	61.0	40	38.0	47.0	49.0	26.0	39	58
5308	837042	24	44	16.0	38.0	10	35.0	33	27.0	35	43	25	60.0	31	38.0	21.0	33.0	18.0	25	39
5309	837044	35	40	16.0	28.0	3	37.0	40	30.0	21	33	55	54.0	20	35.0	53.0	24.0	23.0	54	32
5310	837045	34	37	19.0	23.0	0	32.0	33	18.0	38	39	25	58.0	34	34.0	24.0	21.0	20.0	45	30
5311	837048	27	43	20.0	23.0	9	35.0	31	25.0	45	43	34	52.0	24	38.0	27.0	20.0	21.0	37	50
5312	837049	37	48	25.0	42.0	24	43.0	34	30.0	48	47	46	62.0	26	37.0	27.0	37.0	24.0	46	46
5313	837050	42	49	27.0	44.0	28	48.0	37	48.0	48	44	49	58.0	28	36.0	32.0	40.0	27.0	51	60
5314	837051	36	55	28.0	46.0	24	49.0	32	48.0	48	46	53	63.0	31	36.0	33.0	45.0	26.0	55	65
5315	837052	30	54	25.0	42.0	23	43.0	25	36.0	47	44	53	60.0	25	36.0	32.0	40.0	25.0	40	56
5316	837053	36	48	27.0	29.0	20	46.0	25	36.0	45	47	35	58.0	29	37.0	30.0	39.0	26.0	51	52
5317	837054	32	46	23.0	30.0	13	44.0	39	39.0	29	48	28	58.0	18	35.0	23.0	36.0	24.0	44	52
5318	837056	42	48	20.0	38.0	33	37.0	45	37.0	46	35	55	42.0	45	35.0	55.0	42.0	20.0	53	51
5320	837058	23	34	21.0	30.0	25	32.0	30	18.0	40	30	53	25.0	25	26.0	21.0	24.0	21.0	25	40
5321	837059	34	55	25.0	38.0	41	35.0	53	54.0	46	45	42	62.0	29	44.0	39.0	50.0	16.0	51	61
5323	837062	27	54	21.0	32.0	22	32.0	40	27.0	44	40	28	42.0	32	38.0	40.0	47.0	20.0	51	58
5325	837061	27	33	20.0	27.0	39	37.0	37	47.0	45	42	25	36.0	33	39.0	23.0	34.0	25.0	47	56
5326	837066	44	52	20.0	39.0	31	39.0	62	50.0	47	42	65	46.0	45	37.0	50.0	43.0	22.0	56	58
5329	837070	20	50	24.0	19.0	33	38.0	26	31.0	40	37	26	33.0	18	39.0	51.0	48.0	16.0	46	58
5330	837071	20	28	20.0	31.0	23	31.0	32	20.0	44	25	53	28.0	21	22.0	20.0	36.0	21.0	26	42
5331	837073	48	53	24.0	37.0	23	40.0	62	43.0	45	32	67	47.0	45	39.0	58.0	48.0	20.0	48	55
5333	837078	20	51	24.0	21.0	38	33.0	40	46.0	48	43	48	61.0	20	44.0	43.0	48.0	15.0	46	59
5338	837083	26	54	22.0	34.0	34	43.0	42	44.0	43	46	28	51.0	26	41.0	43.0	46.0	22.0	59	60
5341	837086	25	38	22.0	33.0	29	38.0	49	56.0	28	42	32	55.0	21	35.0	50.0	41.0	16.0	41	41
5345	837090	40	56	22.0	39.0	36	35.0	57	53.0	47	42	64	56.0	45	41.0	54.0	48.0	24.0	53	55
5346	837091	16	53	21.0	18.0	31	33.0	31	47.0	36	46	61	42.0	40	39.0	27.0	44.0	15.0	43	58
5348	837093	26	50	24.0	33.0	34	42.0	45	45.0	45	43	28	55.0	32	38.0	40.0	41.0	21.0	49	56
5349	837094	51	56	30.0	45.0	39	50.0	64	62.0	47	49	69	65.0	45	42.0	55.0	52.0	30.0	58	61
5352	837096	21	37	20.0	27.0	29	41.0	34	26.0	38	41	28	38.0	26	39.0	29.0	41.0	21.0	44	52
5354	837100	27	53	20.0	35.0	28	43.0	36	34.0	44	46	28	38.0	33	38.0	38.0	46.0	20.0	48	53
5358	837104	20	45	18.0	28.0	26	40.0	41	25.0	43	37	46	38.0	26	35.0	27.0	42.0	20.0	44	51
5361	837106	50	47	25.0	44.0	38	36.0	54	56.0	41	47	51	44.0	45	46.0	47.0	52.0	21.0	55	55
5363	837108	24	47	23.0	32.0	32	43.0	46	29.0	44	45	25	29.0	30	30.0	38.0	41.0	21.0	59	53
5364	837109	45	53	23.0	38.0	33	36.0	50	41.0	46	43	67	55.0	45	41.0	57.0	48.0	20.0	49	59
5365	837110	54	54	28.0	40.0	39	38.0	42	54.0	40	44	51	75.0	43	45.0	50.0	51.0	29.0	56	60
5367	837112	23	52	24.0	31.0	30	38.0	49	28.0	43	46	56	41.0	33	39.0	39.0	37.0	22.0	58	59
5374	837119	50	57	28.0	39.0	32	45.0	64	60.0	47	47	68	70.0	45	41.0	53.0	50.0	27.0	52	60
5376	837121	15	47	20.0	32.0	25	38.0	39	25.0	45	24	55	13.0	25	33.0	22.0	37.0	20.0	53	46
5377	837122	44	57	29.0	38.0	35	45.0	67	58.0	47	44	65	64.0	45	43.0	54.0	52.0	27.0	58	62
5379	837124	20	44	22.0	28.0	18	38.0	25	20.0	36	36	47	31.0	38	29.0	21.0	35.0	19.0	34	50
5380	837125	47	57	19.0	40.0	33	38.0	58	49.0	45	47	65	56.0	46	41.0	58.0	46.0	25.0	50	57
5382	837127	37	46	21.0	37.0	19	37.0	31	20.0	40	27	46	31.0	33	37.0	34.0	39.0	21.0	50	50
5383	837128	50	54	23.0	38.0	31	38.0	63	48.0	43	46	68	58.0	46	39.0	58.0	47.0	20.0	49	58
5385	837130	23	38	19.0	34.0	29	22.0	36	29.0	43	45	25	34.0	30	35.0	37.0	40.0	21.0	54	57
