	A-ID	BIOLOGY1	BIOLOGY2	BIOLOGY_prac	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
3843	835116	35	52	24.0	34	44	28.0	28	25.0	47	45	39	62	34	36.0	32	46	14.0	47	55
3847	835122	30	21	22.0	35	31	27.0	38	25.0	47	41	28	34	26	25.0	37	29	26.0	45	50
3848	835123	31	26	28.0	55	40	29.0	50	30.0	45	39	56	54	34	29.0	36	42	30.0	51	51
3853	835132	35	49	21.0	53	42	29.0	51	32.0	38	42	35	46	32	40.0	51	43	25.0	51	48
3854	835133	37	44	30.0	56	45	29.0	66	60.0	50	47	61	65	46	32.0	45	44	30.0	54	56
3857	835139	37	23	19.0	41	43	27.0	29	17.0	49	44	25	48	28	30.0	39	21	21.0	49	53
3858	835140	27	20	26.0	43	43	24.0	25	18.0	44	41	19	46	26	28.0	27	26	21.0	47	50
3859	835141	51	45	30.0	47	45	30.0	69	58.0	47	38	58	64	42	30.0	52	45	30.0	59	55
3860	835143	25	14	28.0	49	36	26.0	58	29.0	45	47	36	25	50	36.0	48	30	20.0	59	59
3862	835144	42	24	30.0	49	44	29.0	71	30.0	46	47	47	39	48	40.0	45	35	30.0	59	61
3863	835146	50	45	30.0	51	52	25.0	73	57.0	47	45	51	54	42	32.0	48	39	30.0	61	56
3865	835148	35	16	30.0	48	39	23.0	62	33.0	47	44	36	36	45	29.0	29	23	21.0	46	45
3866	835150	41	47	30.0	53	49	24.0	71	55.0	47	50	49	59	47	41.0	40	38	21.0	58	52
3867	835152	52	50	30.0	53	50	25.0	65	54.0	46	48	44	59	43	33.0	48	40	29.0	60	52
3869	835154	48	29	30.0	41	36	24.0	65	40.0	47	45	43	46	46	34.0	44	31	22.0	56	53
3870	835156	58	53	30.0	57	56	30.0	68	51.0	49	50	63	72	50	49.0	50	55	30.0	65	63
3880	835172	46	33	28.0	48	22	26.0	47	36.0	49	48	37	54	42	32.0	39	27	19.0	57	42
3887	835181	45	23	30.0	43	25	24.0	58	46.0	49	48	27	60	50	44.0	36	34	26.0	62	53
3888	835182	50	29	30.0	55	25	28.0	69	48.0	48	50	59	70	47	45.0	51	38	30.0	62	59
3889	835184	42	33	30.0	58	35	28.0	66	55.0	49	47	39	62	46	40.0	38	32	30.0	63	50
3890	835185	32	29	17.0	38	20	27.0	26	25.0	46	41	9	59	23	32.0	23	23	20.0	40	44
3892	835187	32	13	20.0	38	29	25.0	32	37.0	49	48	27	49	32	40.0	37	38	28.0	50	55
3893	835188	57	51	30.0	56	44	28.0	71	55.0	50	36	67	74	50	49.0	54	54	30.0	70	65
3894	835189	31	11	17.0	22	16	24.0	29	19.0	44	49	25	52	28	20.0	30	13	19.0	39	35
3895	835190	48	16	30.0	51	16	26.0	69	40.0	50	49	45	66	44	38.0	46	29	30.0	62	58
3896	835191	46	30	18.0	49	46	26.0	39	27.0	49	47	39	74	39	39.0	40	46	28.0	51	49
3897	835192	39	16	30.0	43	23	23.0	55	20.0	47	49	28	62	49	33.0	32	34	23.0	56	54
3898	835193	41	41	26.0	47	42	21.0	45	44.0	49	49	32	68	29	37.0	42	39	28.0	43	53
3899	835194	42	47	28.0	49	45	27.0	63	40.0	48	49	34	58	46	40.0	40	32	24.0	57	57
3900	835195	25	25	20.0	41	40	27.0	43	36.0	43	48	33	59	32	40.0	24	33	23.0	51	50
3901	835196	31	20	30.0	43	20	23.0	68	35.0	48	49	40	41	43	30.0	40	29	23.0	53	50
3902	835198	37	13	28.0	38	20	21.0	53	19.0	47	41	19	31	39	21.0	11	24	20.0	62	35
3903	835200	28	10	30.0	45	15	25.0	40	15.0	44	37	19	25	35	19.0	24	23	21.0	36	35
3905	835205	40	14	29.0	37	18	25.0	55	27.0	43	45	35	61	35	36.0	33	16	22.0	49	42
3907	835209	54	50	30.0	52	52	30.0	62	32.0	49	49	46	61	50	49.0	42	41	30.0	63	60
3909	835211	40	16	29.0	46	35	27.0	62	31.0	48	44	46	56	38	33.0	25	26	27.0	48	46
3911	835215	45	7	29.0	49	11	27.0	60	13.0	49	46	50	39	34	35.0	34	12	24.0	48	42
3914	835220	35	2	29.0	48	11	24.0	61	30.0	49	48	14	41	40	38.0	25	20	27.0	58	56
3918	835225	20	20	22.0	20	28	17.0	28	15.0	35	41	16	35	21	37.0	28	25	17.0	42	47
3921	835228	27	4	30.0	36	24	23.0	38	25.0	41	36	47	16	28	36.0	50	20	24.0	52	39
3922	835231	51	26	29.0	54	37	30.0	74	57.0	50	49	65	65	48	38.0	49	38	30.0	62	57
3923	835232	44	48	29.0	56	47	30.0	45	45.0	50	49	69	64	47	38.0	44	37	29.0	54	62
3924	835235	37	14	29.0	48	31	26.0	48	25.0	48	47	40	27	38	34.0	28	20	26.0	45	53
3927	835240	43	39	22.0	46	45	28.0	53	48.0	49	50	54	58	45	46.0	36	35	27.0	58	56
3928	835242	34	39	29.0	43	43	29.0	41	37.0	48	49	44	63	30	38.0	52	33	18.0	52	54
3930	835244	33	36	19.0	48	46	28.0	29	31.0	49	47	25	55	29	39.0	39	31	26.0	48	56
3935	835251	44	27	20.0	59	47	30.0	52	27.0	48	45	72	69	45	39.0	47	41	30.0	54	55
3936	835252	27	10	29.0	40	20	23.0	63	29.0	49	49	18	43	43	33.0	29	28	25.0	50	42
3937	835253	45	11	29.0	43	25	24.0	59	29.0	50	48	47	54	43	39.0	46	29	26.0	55	54
3939	835255	50	4	29.0	41	32	23.0	63	34.0	48	46	11	63	43	37.0	34	30	24.0	50	40
3941	835256	25	5	29.0	38	40	25.0	61	40.0	49	44	30	62	43	39.0	33	33	24.0	59	57
3942	835257	34	15	29.0	39	35	29.0	61	46.0	48	45	35	69	44	47.0	33	32	24.0	65	57
3944	835260	37	20	29.0	44	29	27.0	69	31.0	49	50	56	57	44	39.0	54	34	29.0	54	49
3946	835262	50	27	30.0	52	34	30.0	64	36.0	50	49	50	64	47	39.0	45	39	29.0	54	53
3947	835265	46	31	30.0	47	35	29.0	69	54.0	49	48	50	58	50	49.0	48	38	20.0	60	57
3949	835266	47	28	30.0	47	38	30.0	62	51.0	49	50	14	62	49	42.0	46	36	30.0	56	54
3950	835267	48	20	30.0	50	36	30.0	55	32.0	49	46	48	38	49	46.0	44	38	17.0	64	54
3952	835269	38	10	27.0	39	29	28.0	63	33.0	48	47	25	45	49	33.0	31	32	23.0	51	56
3953	835270	39	10	27.0	40	22	28.0	62	28.0	48	48	37	46	34	41.0	33	29	20.0	59	52
3965	835282	38	9	30.0	38	27	21.0	30	14.0	45	40	34	42	26	32.0	25	31	25.0	48	34
3967	835285	27	14	30.0	43	36	21.0	43	27.0	48	48	38	46	43	37.0	30	28	24.0	50	47
3969	835288	38	20	27.0	50	33	26.0	50	20.0	47	45	33	52	38	33.0	22	33	24.0	47	38
3971	835290	49	54	30.0	50	42	27.0	62	63.0	47	41	46	62	41	36.0	44	48	27.0	59	55
3972	835293	32	14	25.0	38	14	25.0	33	30.0	43	23	16	59	27	24.0	26	11	24.0	49	51
3974	835297	49	44	30.0	53	52	26.0	70	70.0	47	44	50	68	44	38.0	54	53	30.0	59	60
3977	835300	37	43	27.0	33	44	25.0	34	38.0	40	35	25	71	24	32.0	37	48	25.0	45	51
3979	835305	36	6	20.0	48	20	22.0	38	28.0	45	36	25	65	28	25.0	41	43	25.0	38	53
3980	835306	35	5	27.0	51	29	25.0	70	51.0	47	42	36	60	49	30.0	38	35	17.0	61	56
3981	835307	45	22	27.0	47	30	28.0	29	37.0	43	30	25	51	34	34.0	37	29	25.0	50	51
3984	835311	41	20	22.0	50	31	24.0	44	40.0	44	19	29	68	36	31.0	42	31	24.0	42	39
3985	835312	52	35	30.0	44	32	26.0	68	58.0	46	30	50	47	43	32.0	46	23	21.0	50	59
3986	835313	36	7	24.0	39	20	24.0	27	31.0	37	25	16	46	21	23.0	34	28	24.0	43	47
3989	835317	45	32	23.0	48	32	25.0	55	58.0	46	41	46	73	36	34.0	45	54	26.0	58	56
3990	835318	27	11	28.0	32	35	26.0	54	60.0	49	39	37	52	44	31.0	36	32	21.0	58	58
3991	835319	50	28	29.0	39	31	28.0	44	43.0	43	38	31	55	31	30.0	39	27	28.0	52	55
3993	835321	41	11	24.0	36	20	25.0	25	25.0	27	19	15	42	21	21.0	26	21	24.0	40	39
3997	835325	23	9	19.0	35	27	22.0	53	52.0	47	34	25	55	37	31.0	31	38	22.0	48	53
3998	835327	44	8	24.0	42	15	22.0	35	43.0	37	23	25	38	24	25.0	29	21	22.0	44	53
4001	835330	39	8	28.0	40	32	26.0	63	51.0	47	28	58	46	37	29.0	25	31	26.0	54	50
4003	835333	52	54	30.0	60	48	30.0	51	60.0	49	43	54	75	39	33.0	44	55	30.0	56	62
4005	835337	28	35	14.0	33	42	23.0	55	45.0	47	39	26	53	32	30.0	46	45	28.0	52	55
4008	835344	44	36	26.0	44	40	24.0	28	41.0	47	35	18	73	33	34.0	25	41	23.0	50	54
4010	835346	31	20	28.0	51	39	26.0	65	48.0	47	38	39	52	48	38.0	51	41	21.0	54	53
4011	835347	37	14	11.0	45	29	24.0	53	43.0	47	38	31	46	29	27.0	42	35	20.0	54	56
4013	835351	44	29	30.0	52	40	24.0	62	55.0	47	41	54	59	45	37.0	49	48	30.0	63	59
4014	835352	39	36	13.0	45	50	26.0	59	54.0	47	40	25	64	32	35.0	46	52	20.0	60	57
4017	835357	30	9	11.0	52	41	26.0	50	36.0	48	11	28	49	33	22.0	46	38	28.0	44	43
4018	835359	43	11	10.0	46	45	25.0	57	33.0	48	37	12	63	31	18.0	47	44	21.0	47	49
4020	835361	50	44	30.0	49	55	28.0	69	60.0	48	45	43	66	47	42.0	50	55	30.0	61	64
4021	835362	35	6	25.0	33	28	23.0	12	34.0	33	19	18	52	31	31.0	32	30	24.0	47	51
4022	835363	27	26	0.0	40	30	0.0	33	25.0	38	33	25	46	17	21.0	31	34	0.0	34	35
4024	835366	31	36	10.0	46	43	22.0	45	54.0	49	34	25	54	22	28.0	43	37	20.0	39	52
4027	835369	29	17	10.0	39	21	27.0	40	33.0	41	28	25	44	19	24.0	46	34	20.0	26	47
4034	835378	52	55	28.0	54	58	27.0	70	62.0	47	45	59	75	44	34.0	53	56	30.0	56	63
4036	835381	29	15	15.0	40	27	25.0	47	15.0	45	23	25	39	30	17.0	24	33	25.0	27	37
4038	835383	44	33	14.0	47	42	22.0	55	47.0	45	37	32	43	30	31.0	44	48	25.0	52	52
4041	835386	37	38	15.0	47	50	23.0	60	57.0	46	38	37	55	33	35.0	44	41	26.0	51	56
4042	835387	41	15	29.0	44	39	27.0	37	44.0	37	33	37	55	27	30.0	44	25	24.0	48	61
4043	835389	45	17	29.0	43	46	28.0	31	49.0	35	31	30	63	20	30.0	38	37	27.0	49	44
4044	835390	29	11	13.0	42	45	21.0	33	41.0	48	34	15	63	32	36.0	38	38	18.0	51	43
4046	835392	41	20	28.0	41	36	28.0	29	28.0	37	33	29	65	31	20.0	39	28	27.0	48	47
4047	835393	38	6	17.0	41	41	24.0	53	32.0	45	25	15	47	20	17.0	40	27	22.0	35	38
4049	835396	35	6	20.0	38	28	22.0	48	25.0	45	17	5	39	27	17.0	28	20	21.0	36	34
4052	835399	28	17	18.0	44	40	24.0	54	51.0	46	37	25	50	24	28.0	32	37	25.0	47	51
4053	835400	36	41	26.0	42	49	28.0	58	64.0	43	41	64	64	46	32.0	55	39	21.0	51	56
4055	835402	45	16	29.0	36	47	28.0	63	58.0	48	41	39	61	37	28.0	45	48	18.0	48	55
4056	835405	28	8	18.0	37	11	24.0	46	29.0	42	25	26	33	19	20.0	34	33	21.0	25	35
4057	835406	25	40	0.0	25	40	0.0	35	18.0	21	27	12	38	23	24.0	27	36	0.0	25	34
4058	835408	31	7	17.0	42	36	26.0	44	42.0	47	40	26	51	28	30.0	47	45	22.0	49	47
4060	835414	36	27	29.0	47	54	25.0	62	61.0	49	45	40	51	33	31.0	50	51	21.0	50	54
4062	835417	36	26	24.0	39	32	24.0	61	50.0	49	43	25	37	29	24.0	43	41	27.0	52	48
4064	835423	47	34	25.0	45	51	24.0	56	57.0	49	43	37	74	33	31.0	53	54	25.0	55	56
4065	835425	38	11	24.0	39	29	24.0	53	29.0	46	34	28	27	29	22.0	32	22	27.0	44	41
4066	835427	39	9	25.0	37	30	24.0	58	33.0	49	43	29	44	27	27.0	37	26	27.0	50	52
4068	835429	43	8	23.0	35	27	26.0	60	31.0	49	37	26	34	29	27.0	43	27	28.0	45	44
4069	835430	47	7	23.0	43	42	28.0	36	52.0	45	35	20	47	32	26.0	27	37	21.0	49	56
4070	835431	43	44	19.0	47	56	24.0	63	59.0	49	43	47	68	28	36.0	50	37	25.0	55	59
4075	835442	38	13	26.0	43	32	28.0	49	37.0	46	30	17	46	31	29.0	33	27	27.0	44	46
4082	835452	39	20	29.0	45	33	29.0	29	48.0	46	29	10	48	31	26.0	22	20	28.0	47	46
4084	835455	42	38	29.0	43	40	27.0	32	46.0	46	42	28	67	37	33.0	40	28	22.0	42	61
4085	835457	46	41	28.0	45	45	27.0	40	50.0	49	43	32	69	36	34.0	35	34	25.0	53	56
4088	835460	39	14	27.0	43	26	25.0	36	27.0	44	38	31	63	29	32.0	34	34	27.0	48	46
4093	835466	43	39	26.0	48	35	28.0	48	59.0	50	44	41	69	36	32.0	28	33	27.0	54	60
4094	835467	43	28	26.0	46	29	26.0	34	47.0	48	35	36	65	29	31.0	21	32	24.0	47	56
4096	835469	45	26	30.0	51	29	30.0	48	56.0	47	43	56	71	41	31.0	45	31	30.0	59	61
4102	835478	51	53	30.0	57	56	30.0	62	68.0	48	46	60	73	41	42.0	56	42	30.0	54	55
4103	835479	49	36	26.0	52	35	22.0	27	37.0	48	45	25	51	39	28.0	45	32	26.0	53	61
4104	835480	47	20	29.0	53	37	26.0	44	58.0	48	41	27	53	34	31.0	44	35	29.0	54	60
4105	835483	35	11	24.0	42	25	23.0	25	35.0	39	27	9	46	26	22.0	20	24	25.0	42	49
4106	835482	35	11	27.0	41	29	27.0	45	38.0	44	38	20	38	24	25.0	38	28	28.0	53	58
4107	835481	38	11	27.0	48	33	25.0	41	42.0	45	40	9	63	20	26.0	34	27	28.0	50	51
4108	835485	37	10	25.0	39	23	25.0	40	32.0	37	25	13	41	24	17.0	20	23	26.0	41	40
4109	835486	49	35	30.0	45	31	29.0	50	61.0	44	37	32	70	32	29.0	35	34	30.0	58	54
4110	835487	32	3	27.0	39	31	26.0	35	46.0	40	36	25	52	31	26.0	15	22	29.0	48	52
4111	835488	32	9	25.0	40	17	25.0	30	37.0	42	21	25	38	24	20.0	24	20	25.0	36	42
4112	835489	49	28	27.0	46	29	28.0	52	50.0	48	39	35	67	33	29.0	42	30	28.0	52	56
4113	835490	46	30	27.0	43	31	28.0	47	47.0	44	41	29	67	33	26.0	33	32	28.0	47	55
4114	835491	51	42	30.0	51	35	30.0	58	60.0	49	39	50	71	42	30.0	50	42	30.0	51	62
4116	835495	50	53	30.0	49	59	30.0	63	63.0	49	48	55	75	44	34.0	48	52	30.0	55	63
4122	835505	39	8	26.0	36	12	26.0	25	39.0	43	17	25	44	32	19.0	32	14	27.0	48	42
4124	835508	29	44	24.0	42	49	23.0	53	42.0	46	41	33	50	26	37.0	32	29	29.0	46	48
4128	835512	24	29	23.0	18	40	18.0	37	20.0	35	31	26	25	26	29.0	29	21	11.0	32	29
4129	835513	28	34	20.0	22	40	22.0	31	20.0	42	42	44	64	38	39.0	20	35	24.0	40	47
4133	835518	29	52	25.0	27	45	21.0	48	46.0	37	40	25	54	38	41.0	38	20	22.0	44	47
4149	835537	29	54	24.0	25	40	26.0	60	58.0	49	45	45	65	47	46.0	30	44	26.0	63	58
4154	835542	21	45	24.0	23	37	23.0	46	30.0	42	38	30	48	22	35.0	29	23	22.0	40	47
4163	835555	27	48	22.0	24	30	22.0	67	38.0	34	44	38	57	29	36.0	50	21	21.0	51	50
4170	835565	30	47	26.0	47	40	23.0	25	19.0	35	38	25	44	25	37.0	38	21	17.0	40	48
4171	835566	29	42	23.0	30	20	21.0	36	30.0	42	42	48	56	36	41.0	37	25	24.0	47	51
4172	835567	22	34	25.0	25	22	28.0	42	20.0	47	39	34	32	24	35.0	14	15	27.0	48	47
4175	835570	20	34	22.0	28	23	21.0	25	18.0	40	38	30	25	25	33.0	23	20	28.0	33	27
4177	835572	21	34	24.0	20	20	17.0	49	15.0	33	33	28	25	36	29.0	36	35	18.0	49	49
4182	835577	51	55	30.0	52	47	30.0	49	49.0	48	49	40	69	36	36.0	49	34	30.0	49	53
4187	835583	49	54	30.0	54	57	30.0	58	55.0	47	48	54	75	44	42.0	57	44	19.0	49	64
4189	835585	32	52	24.0	40	34	21.0	61	51.0	44	48	35	64	36	34.0	55	33	23.0	54	56
4192	835588	49	58	22.0	29	48	30.0	62	65.0	49	49	71	74	49	48.0	47	42	30.0	64	60
4199	835597	30	53	28.0	40	44	26.0	26	45.0	36	47	36	58	34	29.0	34	40	18.0	44	47
4204	835604	25	20	23.0	27	41	14.0	34	20.0	25	47	27	35	32	33.0	23	21	23.0	40	42
4222	835627	29	49	25.0	41	37	27.0	28	21.0	41	41	32	50	29	38.0	36	24	23.0	39	55
4225	835630	20	40	23.0	6	41	20.0	36	33.0	24	41	28	35	24	38.0	31	20	24.0	27	48
4227	835632	45	50	26.0	33	43	28.0	34	31.0	40	43	39	44	30	38.0	30	36	21.0	39	50
4231	835636	36	53	25.0	44	46	29.0	44	39.0	41	45	28	47	30	38.0	36	26	25.0	33	59
4232	835637	12	20	23.0	20	26	20.0	47	21.0	20	12	27	37	20	30.0	23	21	24.0	30	42
4235	835640	41	54	27.0	36	47	26.0	43	32.0	34	35	39	49	35	38.0	46	24	17.0	41	55
4239	835645	42	42	28.0	38	52	30.0	29	34.0	41	44	31	52	41	33.0	32	30	25.0	49	53
4248	835657	13	32	24.0	9	39	15.0	32	18.0	32	33	25	25	22	27.0	21	25	25.0	32	35
4249	835658	49	49	26.0	50	46	28.0	50	37.0	47	43	49	51	35	37.0	46	41	17.0	46	60
4253	835664	42	52	26.0	51	47	27.0	47	40.0	41	42	39	56	33	36.0	49	40	17.0	52	61
4255	835666	35	43	24.0	40	43	27.0	38	32.0	40	38	64	44	22	33.0	45	35	20.0	38	50
4265	835676	54	58	30.0	59	54	30.0	59	54.0	48	43	65	72	46	45.0	55	52	29.0	53	64
4266	835678	26	47	24.0	26	47	25.0	28	21.0	35	40	25	33	24	32.0	32	23	18.0	34	44
4268	835681	30	35	24.0	20	45	22.0	44	14.0	27	28	29	25	30	28.0	23	26	13.0	35	41
4275	835689	55	56	30.0	58	54	30.0	70	60.0	48	46	69	69	44	44.0	54	56	19.0	53	63
4276	835690	40	37	25.0	37	52	27.0	35	21.0	34	41	44	29	26	41.0	34	36	17.0	37	40
4277	835691	47	47	27.0	56	44	30.0	48	39.0	41	37	57	49	41	35.0	51	39	27.0	50	54
4280	835694	34	45	23.0	30	48	26.0	31	25.0	38	31	42	56	24	34.0	33	27	18.0	36	37
4281	835695	38	48	25.0	31	48	25.0	37	21.0	42	32	50	63	31	35.0	37	27	20.0	34	49
4287	835702	49	45	23.0	35	36	28.0	33	21.0	37	27	50	54	28	32.0	37	32	19.0	39	48
4291	835709	20	39	26.0	49	32	27.0	39	32.0	45	41	30	55	34	41.0	32	29	22.0	39	45
4301	835720	24	35	27.0	36	45	29.0	51	61.0	45	48	25	57	41	40.0	31	42	29.0	57	58
4302	835721	43	45	24.0	42	46	19.0	69	64.0	48	44	51	71	46	39.0	41	47	29.0	55	61
4306	835725	56	55	20.0	56	59	30.0	72	72.0	49	49	74	75	44	49.0	56	50	29.0	62	68
4309	835729	27	26	16.0	20	35	18.0	30	30.0	47	46	28	52	24	29.0	31	29	21.0	51	55
4317	835737	21	22	15.0	20	23	19.0	36	33.0	38	36	16	34	23	36.0	22	20	28.0	49	44
4320	835740	21	47	28.0	40	41	29.0	37	52.0	47	45	48	70	37	39.0	31	46	28.0	60	57
4323	835743	44	40	21.0	49	41	28.0	56	54.0	44	39	40	59	38	41.0	43	41	24.0	51	46
4325	835746	36	43	27.0	53	36	23.0	50	50.0	43	33	25	42	45	29.0	38	38	23.0	58	54
4326	835747	39	50	30.0	57	50	30.0	74	54.0	48	46	70	71	49	38.0	52	48	30.0	63	68
4332	835753	25	34	24.0	52	20	23.0	48	41.0	38	28	34	62	41	32.0	21	39	24.0	45	52
4334	835755	20	28	27.0	24	37	29.0	38	47.0	39	27	37	65	22	34.0	27	21	28.0	50	51
4335	835758	48	47	21.0	47	48	28.0	50	62.0	42	47	50	69	44	36.0	40	43	26.0	52	58
4337	835757	40	30	16.0	22	30	19.0	28	35.0	45	45	26	57	36	44.0	38	35	24.0	43	59
4338	835759	37	42	24.0	20	42	28.0	45	42.0	46	42	42	67	46	39.0	44	42	27.0	53	60
4339	835760	41	56	25.0	58	56	24.0	63	59.0	49	46	64	75	47	47.0	53	55	28.0	60	67
4343	835764	38	51	20.0	48	45	29.0	66	48.0	44	42	38	61	44	45.0	44	33	23.0	49	60
4344	835765	21	46	30.0	29	44	30.0	46	55.0	38	42	34	69	23	42.0	35	35	29.0	43	53
4347	835768	25	23	24.0	30	39	21.0	39	31.0	49	41	35	42	45	30.0	20	24	23.0	52	58
4348	835769	21	34	23.0	38	36	22.0	32	40.0	44	45	25	56	41	29.0	31	42	21.0	41	60
4353	835774	39	34	20.0	27	33	30.0	37	60.0	49	46	15	48	45	41.0	42	43	28.0	51	59
4354	835775	20	35	22.0	48	36	29.0	41	38.0	49	43	14	54	40	38.0	25	31	27.0	55	54
4355	835776	45	51	20.0	51	39	24.0	51	65.0	44	42	42	55	45	39.0	41	49	18.0	57	62
4357	835778	24	40	15.0	30	33	28.0	42	46.0	40	38	22	42	23	41.0	34	45	26.0	39	56
4360	835781	31	48	24.0	31	45	26.0	44	50.0	49	44	33	65	45	29.0	35	38	27.0	54	56
4361	835782	36	45	25.0	42	38	24.0	50	63.0	46	41	25	50	35	43.0	46	47	20.0	53	62
4365	835786	32	42	17.0	20	40	25.0	26	52.0	42	42	32	55	39	43.0	21	28	26.0	53	63
4366	835787	44	57	30.0	58	58	30.0	60	60.0	49	45	48	74	41	48.0	46	51	28.0	58	72
4368	835789	42	51	19.0	46	49	29.0	59	53.0	47	44	46	69	37	45.0	42	48	28.0	53	48
4370	835791	35	40	24.0	17	39	24.0	33	43.0	46	33	25	45	36	42.0	21	47	24.0	48	64
4374	835795	57	56	22.0	60	55	29.0	66	68.0	48	47	72	75	47	46.0	50	50	24.0	55	69
4378	835799	30	54	26.0	47	46	29.0	69	62.0	48	46	48	64	45	47.0	46	52	30.0	62	65
4379	835800	52	55	22.0	60	59	30.0	65	68.0	50	47	59	71	42	50.0	51	51	25.0	61	69
4381	835802	20	29	18.0	29	17	23.0	25	27.0	35	24	15	31	39	34.0	20	43	25.0	44	33
4382	835803	37	39	22.0	40	43	28.0	50	34.0	46	37	38	56	41	39.0	42	39	27.0	49	53
4383	835804	34	41	23.0	28	47	27.0	48	47.0	47	42	28	55	42	46.0	42	40	25.0	54	64
4385	835806	36	55	20.0	41	43	25.0	47	48.0	48	43	42	63	44	43.0	42	51	25.0	51	64
4389	835810	20	47	26.0	24	29	24.0	46	49.0	48	40	25	54	38	38.0	34	43	24.0	52	56
4390	835811	50	57	30.0	55	45	30.0	73	58.0	48	46	73	74	50	48.0	54	45	30.0	62	64
4392	835814	21	36	25.0	32	30	28.0	64	41.0	49	31	33	58	37	40.0	27	42	24.0	56	48
4393	835815	21	34	25.0	22	37	23.0	40	40.0	47	37	29	68	40	44.0	21	37	27.0	48	65
4394	835816	40	32	25.0	35	41	24.0	57	54.0	50	33	40	64	46	45.0	30	40	27.0	57	67
4397	835819	34	35	20.0	32	51	21.0	51	43.0	50	40	39	63	47	41.0	43	33	22.0	56	64
4400	835822	23	42	21.0	27	47	21.0	36	34.0	47	37	45	67	41	39.0	21	33	25.0	51	61
4403	835825	12	41	21.0	20	20	22.0	25	37.0	41	24	28	53	33	36.0	20	31	25.0	29	59
4406	835828	38	37	21.0	40	26	24.0	47	55.0	47	41	46	67	46	35.0	39	33	26.0	55	66
4414	835836	32	32	17.0	33	39	28.0	40	49.0	47	40	49	60	38	38.0	34	31	27.0	54	64
4440	835862	38	46	28.0	47	43	28.0	65	43.0	49	43	43	73	45	44.0	32	47	30.0	55	66
4441	835863	49	55	29.0	32	44	27.0	62	71.0	46	42	31	75	42	46.0	43	51	29.0	53	69
4443	835865	25	57	30.0	51	51	29.0	72	66.0	47	36	40	71	50	47.0	49	45	30.0	57	67
4446	835868	31	31	29.0	56	55	29.0	50	52.0	47	31	51	72	40	40.0	42	42	30.0	53	65
4449	835871	57	60	30.0	60	60	30.0	75	71.0	48	46	73	74	49	47.0	57	57	30.0	60	72
4452	835874	44	57	29.0	52	60	30.0	70	71.0	47	42	65	72	48	45.0	58	52	29.0	64	70
4453	835875	38	54	29.0	48	34	28.0	70	71.0	49	33	38	66	50	49.0	36	51	27.0	56	68
4460	835882	51	59	30.0	58	53	30.0	74	70.0	48	38	66	74	50	46.0	51	57	30.0	63	71
4461	835883	50	60	30.0	57	60	30.0	74	74.0	47	42	74	75	50	49.0	56	52	30.0	53	70
4475	835897	47	60	29.0	58	60	30.0	73	72.0	48	46	71	75	44	48.0	55	55	30.0	63	71
4491	835913	48	44	29.0	51	51	25.0	59	47.0	48	50	35	52	48	45.0	51	42	18.0	55	53
4492	835914	33	13	29.0	40	34	25.0	40	25.0	40	44	39	42	30	38.0	45	32	19.0	38	43
4494	835916	43	7	29.0	38	35	26.0	56	35.0	43	46	30	55	42	39.0	56	37	20.0	43	37
4495	835917	40	15	27.0	47	36	26.0	42	30.0	47	45	33	46	37	41.0	45	37	20.0	54	54
4497	835919	39	23	28.0	48	47	25.0	35	42.0	45	48	32	47	40	37.0	32	36	24.0	43	49
4498	835920	42	40	29.0	58	46	26.0	50	49.0	48	50	37	57	43	43.0	48	38	26.0	49	44
4500	835922	42	21	28.0	29	43	25.0	56	21.0	40	45	31	50	42	42.0	54	32	21.0	41	36
4501	835923	40	33	28.0	47	46	28.0	40	40.0	48	49	36	53	43	39.0	45	40	22.0	52	45
4503	835925	35	7	25.0	41	36	23.0	32	28.0	47	46	48	52	34	35.0	42	33	17.0	47	40
4504	835926	40	28	14.0	57	32	27.0	40	25.0	47	46	40	28	44	44.0	51	31	22.0	49	46
4505	835927	36	29	27.0	49	36	27.0	59	34.0	46	47	44	52	44	38.0	35	32	21.0	50	41
4507	835929	40	27	30.0	41	47	28.0	44	25.0	45	50	29	61	43	45.0	53	33	26.0	46	39
4509	835932	31	7	13.0	44	25	25.0	25	16.0	40	47	34	27	45	36.0	37	13	16.0	40	16
4511	835935	38	4	29.0	32	37	24.0	48	21.0	38	45	25	43	42	41.0	49	15	24.0	41	37
4513	835937	43	28	29.0	49	43	29.0	54	35.0	46	44	39	54	46	43.0	47	34	23.0	54	59
4517	835941	41	8	28.0	20	41	24.0	34	25.0	38	50	44	62	41	36.0	50	23	25.0	34	33
4519	835943	32	5	28.0	51	25	27.0	26	21.0	35	47	26	43	24	28.0	47	27	20.0	42	28
4520	835944	27	7	25.0	32	31	25.0	25	21.0	38	42	27	50	30	29.0	31	20	24.0	41	21
4523	835947	41	10	28.0	30	34	27.0	37	20.0	45	47	40	51	43	38.0	50	31	26.0	37	32
4525	835949	25	7	15.0	55	30	24.0	30	21.0	47	43	36	46	41	38.0	48	34	15.0	37	27
