	A-ID	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	COMPUTERSCIENCE1	COMPUTERSCIENCE2	COMPUTER_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
6350	828404	21	40	26.0	26.0	42	42.0	57	42.0	42	40	37	44.0	41	30.0	41.0	43.0	17.0	50	59
6351	828405	21	40	25.0	21.0	39	44.0	48	42.0	39	38	59	42.0	24	34.0	48.0	43.0	16.0	41	48
6352	828406	40	33	28.0	32.0	40	43.0	32	35.0	23	37	60	40.0	21	32.0	31.0	40.0	16.0	38	39
6353	828432	37	43	25.0	28.0	47	49.0	67	58.0	43	45	48	54.0	37	44.0	57.0	40.0	27.0	58	63
6354	828434	22	20	25.0	34.0	34	41.0	59	30.0	43	46	41	26.0	29	37.0	45.0	13.0	26.0	51	46
6355	828436	24	30	28.0	35.0	34	42.0	69	51.0	44	45	51	48.0	32	42.0	50.0	32.0	27.0	63	66
6356	828438	37	41	27.0	38.0	37	48.0	58	36.0	45	38	42	62.0	33	39.0	52.0	36.0	24.0	62	56
6357	828454	44	47	26.0	42.0	37	42.0	61	37.0	44	42	38	52.0	34	38.0	52.0	47.0	24.0	63	57
6358	828456	41	43	27.0	48.0	41	40.0	59	39.0	46	43	34	58.0	37	44.0	50.0	35.0	24.0	63	58
6359	828458	20	20	28.0	33.0	34	39.0	41	38.0	42	37	28	32.0	35	31.0	38.0	27.0	27.0	60	56
6360	828460	30	34	28.0	41.0	39	45.0	49	44.0	46	40	36	32.0	30	38.0	49.0	29.0	24.0	58	56
6361	828462	20	17	27.0	40.0	37	40.0	57	32.0	44	40	42	41.0	32	38.0	46.0	27.0	24.0	59	57
6362	828464	20	24	27.0	34.0	24	40.0	47	32.0	45	32	34	42.0	24	29.0	47.0	24.0	25.0	58	54
6363	828494	20	37	27.0	36.0	31	36.0	53	45.0	45	43	25	29.0	24	36.0	32.0	32.0	25.0	52	54
6364	828495	25	34	25.0	36.0	27	40.0	42	50.0	45	41	26	33.0	29	33.0	33.0	23.0	25.0	54	58
6365	828496	45	48	26.0	45.0	37	44.0	59	53.0	46	46	37	36.0	36	40.0	53.0	33.0	24.0	61	67
6366	828497	31	43	26.0	35.0	39	42.0	51	38.0	43	38	25	31.0	25	29.0	46.0	30.0	24.0	57	55
6367	828519	22	38	24.0	42.0	39	40.0	52	40.0	47	46	41	40.0	29	34.0	42.0	39.0	26.0	57	61
6368	828520	23	35	27.0	39.0	28	47.0	52	46.0	46	45	35	35.0	32	40.0	47.0	27.0	25.0	61	64
6369	828521	33	38	25.0	36.0	37	38.0	55	35.0	46	46	28	34.0	33	38.0	46.0	26.0	25.0	62	60
6370	828522	30	38	26.0	42.0	35	37.0	43	42.0	45	38	25	33.0	24	34.0	37.0	36.0	26.0	53	48
6371	828523	33	41	25.0	23.0	29	35.0	40	44.0	44	41	25	39.0	33	33.0	45.0	34.0	26.0	43	46
6372	828524	31	40	26.0	39.0	33	40.0	54	40.0	44	39	31	36.0	34	42.0	46.0	33.0	25.0	52	51
6373	828525	24	40	25.0	39.0	39	39.0	43	35.0	40	38	26	40.0	32	29.0	46.0	33.0	26.0	44	52
6374	828526	6	23	25.0	20.0	27	37.0	37	32.0	37	36	37	29.0	18	28.0	46.0	33.0	26.0	42	45
6375	828527	21	21	27.0	42.0	24	32.0	34	32.0	39	42	31	34.0	23	29.0	44.0	26.0	25.0	41	55
6376	828528	34	44	25.0	38.0	35	42.0	62	45.0	46	44	48	46.0	37	37.0	54.0	26.0	25.0	58	60
6377	828576	41	36	27.0	38.0	34	45.0	65	38.0	44	45	40	37.0	32	32.0	52.0	25.0	24.0	61	60
6378	828590	20	37	27.0	39.0	36	36.0	55	34.0	40	39	27	18.0	24	33.0	40.0	36.0	26.0	60	52
6379	828592	32	37	26.0	40.0	43	38.0	53	36.0	41	41	58	43.0	32	35.0	50.0	22.0	25.0	49	50
6380	828604	57	50	24.0	40.0	47	39.0	54	39.0	47	49	69	49.0	43	37.0	56.0	38.0	28.0	55	58
6381	828611	31	37	26.0	46.0	47	37.0	50	34.0	43	48	55	49.0	40	42.0	36.0	14.0	26.0	56	53
6382	828615	36	34	26.0	47.0	47	37.0	56	35.0	45	47	62	51.0	41	43.0	45.0	38.0	25.0	56	48
6383	828624	46	50	30.0	47.0	48	48.0	69	57.0	45	49	68	63.0	38	44.0	44.0	47.0	24.0	58	54
6384	828628	39	32	27.0	40.0	44	43.0	59	43.0	43	45	63	46.0	35	41.0	36.0	35.0	24.0	51	49
6385	828633	22	43	27.0	42.0	46	38.0	63	56.0	46	41	60	53.0	38	39.0	44.0	23.0	25.0	56	55
6386	828645	26	45	26.0	42.0	46	41.0	55	52.0	43	43	62	41.0	39	42.0	45.0	29.0	24.0	57	54
6387	828653	32	33	26.0	40.0	40	40.0	45	25.0	45	37	49	34.0	32	35.0	29.0	20.0	25.0	54	38
6388	828656	60	59	29.0	37.0	48	43.0	67	65.0	49	49	66	75.0	45	47.0	60.0	55.0	28.0	56	65
6389	828659	42	52	28.0	44.0	46	40.0	62	52.0	45	41	53	44.0	37	41.0	47.0	34.0	25.0	56	56
6390	828664	48	41	27.0	47.0	46	42.0	55	47.0	42	43	60	63.0	40	40.0	46.0	31.0	24.0	56	52
6391	828669	42	36	26.0	44.0	44	40.0	45	32.0	44	41	64	50.0	38	38.0	42.0	21.0	25.0	44	37
6392	828673	58	58	30.0	49.0	48	43.0	62	63.0	49	49	72	74.0	47	49.0	59.0	56.0	30.0	58	59
6393	828674	56	54	25.0	33.0	44	42.0	55	55.0	41	48	62	67.0	43	46.0	60.0	47.0	28.0	46	54
6394	828678	58	53	29.0	48.0	48	44.0	60	65.0	49	49	71	72.0	46	48.0	55.0	53.0	30.0	58	58
6395	828680	34	32	25.0	43.0	37	39.0	52	34.0	42	38	48	39.0	33	39.0	29.0	25.0	24.0	54	36
6396	828688	42	48	25.0	32.0	22	40.0	40	37.0	47	49	39	52.0	34	43.0	27.0	27.0	25.0	56	56
6397	828697	58	59	29.0	36.0	47	40.0	67	62.0	49	48	70	75.0	44	43.0	60.0	54.0	28.0	50	57
6398	828701	37	41	28.0	43.0	41	39.0	57	47.0	45	47	69	58.0	32	42.0	58.0	32.0	23.0	49	56
6399	828703	60	60	30.0	39.0	47	45.0	69	54.0	48	49	71	75.0	44	46.0	60.0	54.0	28.0	58	60
6400	828704	57	50	26.0	37.0	44	40.0	56	61.0	48	49	56	66.0	41	45.0	36.0	45.0	23.0	57	56
6401	828707	40	38	27.0	40.0	45	39.0	58	55.0	44	48	66	56.0	34	36.0	57.0	36.0	24.0	57	50
6402	828709	55	54	26.0	34.0	44	40.0	50	38.0	44	42	63	48.0	41	42.0	51.0	40.0	28.0	51	51
6403	828710	55	51	28.0	37.0	40	36.0	47	58.0	43	49	43	58.0	40	41.0	39.0	39.0	24.0	51	57
6404	828716	58	55	30.0	38.0	45	49.0	62	52.0	44	49	59	68.0	38	45.0	57.0	46.0	28.0	51	57
6405	828722	57	50	26.0	34.0	39	43.0	45	47.0	40	44	47	56.0	33	43.0	46.0	38.0	26.0	55	50
6406	828727	48	50	27.0	35.0	41	40.0	57	49.0	41	45	49	63.0	34	42.0	47.0	45.0	25.0	50	56
6407	828730	41	43	27.0	33.0	41	39.0	52	28.0	38	43	38	60.0	33	41.0	42.0	42.0	25.0	48	46
6408	828733	52	45	26.0	32.0	45	47.0	55	43.0	46	44	46	60.0	35	37.0	54.0	39.0	25.0	56	58
6409	828736	55	52	30.0	31.0	45	46.0	59	43.0	47	46	47	61.0	35	43.0	56.0	47.0	29.0	55	61
6410	828739	34	49	26.0	30.0	46	40.0	32	27.0	41	42	32	57.0	34	42.0	48.0	51.0	25.0	53	57
6411	828742	46	41	25.0	29.0	45	39.0	45	31.0	41	40	54	47.0	35	32.0	55.0	41.0	24.0	45	53
6412	828745	53	45	26.0	36.0	46	38.0	56	36.0	43	44	43	56.0	23	41.0	51.0	43.0	25.0	56	56
6413	828747	41	38	25.0	35.0	40	34.0	56	43.0	36	45	29	46.0	31	38.0	37.0	40.0	24.0	45	44
6414	828749	57	54	25.0	35.0	48	39.0	50	52.0	45	49	43	66.0	43	44.0	55.0	53.0	24.0	52	53
6415	828750	52	47	28.0	47.0	49	41.0	56	64.0	48	49	64	73.0	46	43.0	49.0	54.0	28.0	58	56
6416	828752	53	42	30.0	49.0	47	41.0	61	64.0	48	49	66	75.0	46	44.0	57.0	55.0	29.0	57	61
6417	828765	24	28	22.0	45.0	36	41.0	49	43.0	44	44	37	31.0	29	39.0	20.0	32.0	22.0	56	57
6418	828774	60	58	30.0	48.0	50	50.0	62	66.0	48	40	68	71.0	45	46.0	59.0	54.0	29.0	62	66
6419	828810	56	52	30.0	45.0	50	49.0	62	56.0	48	41	74	60.0	44	47.0	59.0	49.0	24.0	61	56
6420	828835	20	32	25.0	41.0	45	41.0	40	40.0	40	42	28	43.0	27	41.0	23.0	35.0	23.0	55	61
6421	828842	25	32	24.0	39.0	47	44.0	51	57.0	46	44	26	29.0	30	45.0	37.0	43.0	26.0	60	60
6422	828843	26	20	25.0	47.0	32	40.0	52	47.0	42	42	39	41.0	35	42.0	20.0	37.0	24.0	49	62
6423	828847	41	37	30.0	45.0	48	43.0	60	62.0	45	43	52	50.0	42	44.0	36.0	45.0	30.0	59	63
6424	828859	34	34	28.0	47.0	47	41.0	55	60.0	47	47	31	39.0	34	45.0	29.0	34.0	15.0	55	62
6425	828866	25	28	24.0	44.0	39	40.0	40	42.0	44	41	37	40.0	30	41.0	35.0	35.0	30.0	51	58
6426	828869	46	32	27.0	36.0	40	39.0	46	42.0	46	42	40	44.0	33	38.0	37.0	20.0	28.0	63	57
6427	828885	28	27	24.0	44.0	44	44.0	45	49.0	47	47	31	59.0	36	39.0	32.0	28.0	25.0	56	62
6428	828890	49	45	28.0	41.0	48	43.0	64	63.0	43	47	60	60.0	38	38.0	50.0	50.0	28.0	61	65
6429	828901	20	43	25.0	35.0	39	41.0	42	52.0	45	45	20	56.0	27	45.0	34.0	29.0	23.0	51	61
6430	828905	22	28	26.0	32.0	39	39.0	49	43.0	40	44	37	41.0	31	43.0	36.0	23.0	25.0	51	58
6431	828909	23	38	26.0	32.0	43	42.0	54	57.0	44	39	42	69.0	38	40.0	36.0	35.0	26.0	57	60
6432	828915	20	37	24.0	40.0	44	41.0	51	33.0	44	40	27	58.0	29	44.0	36.0	20.0	24.0	58	64
6433	828937	25	55	28.0	31.0	45	41.0	51	59.0	48	47	39	54.0	29	42.0	33.0	36.0	27.0	52	57
6434	828962	38	31	23.0	40.0	43	39.0	25	48.0	45	33	36	40.0	26	43.0	31.0	28.0	26.0	54	50
6435	828969	32	38	28.0	33.0	43	41.0	40	50.0	42	43	34	47.0	28	32.0	49.0	28.0	23.0	56	49
6436	828972	37	51	30.0	36.0	43	40.0	42	49.0	43	49	53	66.0	29	43.0	45.0	41.0	26.0	58	58
6437	828974	37	41	27.0	26.0	44	39.0	33	40.0	41	41	38	52.0	22	35.0	41.0	28.0	26.0	56	50
6438	828976	26	37	26.0	27.0	40	42.0	45	40.0	38	30	44	54.0	33	35.0	32.0	26.0	25.0	45	46
6439	828978	21	39	25.0	23.0	40	39.0	45	41.0	41	45	29	64.0	30	36.0	41.0	30.0	21.0	47	48
6440	828980	35	55	30.0	40.0	43	41.0	55	48.0	45	49	49	70.0	37	42.0	44.0	48.0	26.0	55	58
6441	828982	30	31	24.0	29.0	42	40.0	35	32.0	41	30	30	57.0	23	33.0	46.0	20.0	24.0	57	47
6442	828985	31	49	0.0	25.0	29	0.0	25	38.0	46	38	36	42.0	36	35.0	29.0	52.0	0.0	52	55
6443	829004	21	34	28.0	38.0	45	39.0	47	30.0	42	47	35	61.0	19	35.0	41.0	36.0	21.0	49	47
6444	829006	35	32	28.0	42.0	43	44.0	52	48.0	44	42	49	65.0	39	33.0	42.0	26.0	22.0	54	53
6445	829008	29	39	28.0	26.0	43	44.0	50	51.0	43	46	29	59.0	28	39.0	45.0	40.0	23.0	53	50
6446	829010	40	38	28.0	18.0	41	40.0	28	30.0	36	43	52	61.0	26	39.0	45.0	42.0	21.0	53	50
6447	829012	32	35	28.0	31.0	44	44.0	49	44.0	39	45	34	52.0	23	39.0	45.0	41.0	23.0	51	47
6448	829013	37	32	28.0	39.0	44	41.0	60	49.0	44	47	55	62.0	33	37.0	42.0	40.0	24.0	54	52
6449	829014	32	35	26.0	32.0	44	40.0	25	41.0	42	47	34	62.0	23	34.0	42.0	22.0	23.0	57	43
6450	829015	21	44	26.0	34.0	44	39.0	54	46.0	41	48	33	68.0	27	43.0	41.0	37.0	22.0	53	52
6451	829016	29	43	26.0	41.0	43	46.0	32	45.0	43	48	45	69.0	33	43.0	34.0	33.0	20.0	55	53
6452	829017	30	36	28.0	41.0	44	42.0	42	40.0	45	47	47	66.0	26	44.0	40.0	43.0	20.0	58	54
6453	829018	35	45	26.0	37.0	44	44.0	38	43.0	43	47	35	69.0	22	42.0	39.0	41.0	22.0	52	56
6454	829019	36	50	29.0	43.0	44	48.0	39	43.0	41	49	55	70.0	33	45.0	45.0	50.0	21.0	54	53
6455	829035	35	49	29.0	33.0	44	41.0	37	52.0	43	45	50	73.0	26	43.0	48.0	41.0	25.0	56	51
6456	829036	32	47	28.0	22.0	44	39.0	41	57.0	43	49	52	71.0	35	38.0	39.0	40.0	25.0	55	48
6457	829037	39	49	27.0	17.0	44	41.0	25	57.0	36	43	48	61.0	32	41.0	45.0	43.0	21.0	53	51
6458	829038	37	45	26.0	33.0	44	40.0	50	65.0	43	47	34	60.0	25	43.0	45.0	45.0	21.0	56	50
6459	829039	25	43	25.0	38.0	44	38.0	50	64.0	43	46	45	67.0	28	43.0	40.0	41.0	21.0	56	48
6460	829040	31	41	25.0	26.0	44	43.0	25	56.0	42	46	42	63.0	27	44.0	46.0	31.0	20.0	57	54
6461	829041	25	39	25.0	22.0	40	40.0	41	56.0	40	47	34	71.0	24	43.0	42.0	31.0	21.0	50	55
6462	829042	33	42	24.0	22.0	43	48.0	30	52.0	42	46	41	70.0	26	43.0	43.0	35.0	20.0	57	48
6463	829043	32	44	27.0	22.0	43	39.0	39	60.0	42	46	48	68.0	31	42.0	44.0	41.0	21.0	57	53
6464	829044	26	41	28.0	28.0	45	41.0	36	52.0	43	47	49	72.0	35	45.0	49.0	37.0	22.0	55	51
6465	829045	31	42	28.0	38.0	44	40.0	53	68.0	42	44	33	68.0	23	43.0	50.0	43.0	20.0	55	50
6466	829046	35	40	26.0	18.0	44	41.0	27	64.0	42	45	46	67.0	31	44.0	37.0	41.0	21.0	55	53
6467	829047	23	31	23.0	26.0	43	39.0	30	35.0	42	37	27	56.0	17	45.0	39.0	26.0	19.0	52	51
6468	829048	38	45	27.0	25.0	41	38.0	29	55.0	42	47	42	71.0	32	46.0	40.0	39.0	21.0	49	54
6469	829049	21	40	23.0	17.0	36	40.0	28	47.0	38	42	29	70.0	19	40.0	36.0	38.0	21.0	50	50
6470	829050	31	45	26.0	36.0	39	42.0	44	56.0	42	47	49	70.0	27	44.0	44.0	40.0	16.0	49	53
6471	829051	29	41	26.0	40.0	38	40.0	41	55.0	43	45	33	64.0	26	44.0	44.0	35.0	15.0	55	53
6472	829052	27	40	24.0	40.0	36	42.0	36	57.0	42	46	43	68.0	28	44.0	42.0	33.0	18.0	55	50
6473	829053	28	28	20.0	26.0	37	40.0	47	58.0	44	41	31	66.0	27	42.0	35.0	29.0	17.0	47	44
6474	829054	28	37	20.0	20.0	37	41.0	25	52.0	38	40	47	67.0	29	40.0	41.0	36.0	14.0	50	50
6475	829055	36	51	26.0	28.0	41	48.0	43	66.0	43	45	44	58.0	33	40.0	45.0	39.0	15.0	58	50
6476	829056	32	32	24.0	22.0	38	41.0	29	53.0	40	45	41	58.0	20	41.0	41.0	41.0	15.0	54	46
6477	829057	36	41	28.0	34.0	38	45.0	47	57.0	42	44	38	61.0	26	41.0	43.0	41.0	28.0	53	45
6478	829058	36	37	23.0	30.0	34	39.0	51	60.0	40	46	27	37.0	22	42.0	36.0	36.0	18.0	52	51
6479	829061	25	50	25.0	34.0	31	43.0	49	70.0	40	47	43	71.0	41	44.0	39.0	31.0	12.0	56	55
6480	829071	37	52	30.0	35.0	43	44.0	59	71.0	45	48	52	72.0	41	44.0	41.0	35.0	29.0	57	60
6481	829078	38	54	29.0	46.0	43	50.0	63	69.0	43	47	72	75.0	43	45.0	48.0	44.0	29.0	60	63
6482	829082	45	58	29.0	37.0	45	45.0	57	69.0	43	46	64	73.0	40	44.0	47.0	40.0	29.0	59	60
6483	829109	45	47	24.0	35.0	40	40.0	58	69.0	43	46	41	54.0	40	45.0	49.0	42.0	27.0	60	60
6484	829126	37	46	26.0	23.0	42	39.0	58	62.0	41	47	47	47.0	42	45.0	43.0	38.0	25.0	58	52
6485	829132	39	30	26.0	30.0	24	44.0	51	33.0	41	45	26	47.0	31	33.0	43.0	35.0	19.0	58	48
6486	829140	35	36	27.0	37.0	22	47.0	32	30.0	46	32	33	43.0	31	32.0	34.0	29.0	22.0	51	50
6487	829143	30	37	26.0	23.0	24	45.0	50	31.0	34	30	25	45.0	27	28.0	41.0	32.0	20.0	43	41
6488	829149	43	35	30.0	41.0	27	47.0	30	25.0	43	45	38	54.0	30	30.0	45.0	40.0	23.0	55	50
6489	829146	44	39	28.0	42.0	24	47.0	44	36.0	45	43	39	56.0	35	35.0	48.0	42.0	26.0	54	46
6490	829152	51	52	30.0	45.0	42	47.0	61	47.0	46	49	66	74.0	45	44.0	58.0	54.0	30.0	60	62
6491	829153	37	30	24.0	30.0	18	50.0	61	41.0	44	42	60	42.0	28	35.0	38.0	25.0	24.0	62	55
6492	829155	39	29	27.0	33.0	26	45.0	25	28.0	43	37	31	44.0	29	31.0	44.0	35.0	28.0	47	55
6493	829161	26	36	26.0	29.0	24	44.0	41	39.0	43	46	27	52.0	36	32.0	39.0	38.0	23.0	55	53
6494	829158	38	36	27.0	37.0	27	46.0	35	38.0	44	45	36	44.0	32	32.0	41.0	39.0	24.0	45	47
6495	829165	47	33	28.0	41.0	26	47.0	49	41.0	47	41	34	43.0	38	35.0	38.0	39.0	26.0	55	52
6496	829168	38	35	30.0	28.0	24	46.0	43	40.0	47	48	37	45.0	38	39.0	38.0	46.0	30.0	58	58
6497	829171	43	42	29.0	37.0	32	48.0	54	58.0	46	45	49	59.0	37	41.0	45.0	50.0	27.0	51	53
6498	829186	38	40	24.0	37.0	34	39.0	53	43.0	44	47	41	50.0	37	37.0	45.0	36.0	20.0	46	56
6499	829188	40	36	23.0	35.0	18	38.0	48	35.0	42	31	55	54.0	35	35.0	48.0	25.0	25.0	51	47
6500	829190	36	31	24.0	34.0	18	37.0	38	25.0	33	35	52	41.0	35	35.0	35.0	25.0	25.0	47	37
6501	829191	49	48	28.0	34.0	42	49.0	58	59.0	46	48	41	67.0	38	44.0	44.0	45.0	26.0	58	52
6502	829192	36	33	23.0	31.0	19	47.0	55	42.0	44	40	52	48.0	39	36.0	35.0	33.0	23.0	54	46
6503	829193	50	44	29.0	34.0	29	48.0	54	40.0	38	45	37	52.0	39	34.0	41.0	42.0	25.0	56	56
6504	829194	47	47	21.0	40.0	25	43.0	45	41.0	48	47	50	67.0	40	42.0	48.0	42.0	23.0	56	57
6505	829195	42	42	26.0	21.0	28	47.0	44	30.0	41	44	34	59.0	28	35.0	45.0	47.0	24.0	52	55
6506	829196	41	36	22.0	34.0	26	42.0	40	37.0	48	25	25	46.0	38	36.0	39.0	39.0	22.0	46	46
6507	829198	43	48	23.0	33.0	19	43.0	56	54.0	46	47	51	59.0	35	41.0	44.0	44.0	23.0	57	54
6508	829200	44	39	24.0	38.0	26	44.0	50	47.0	48	43	48	59.0	38	43.0	42.0	38.0	23.0	59	57
6509	829201	53	40	25.0	36.0	38	41.0	52	54.0	46	46	44	56.0	41	40.0	36.0	48.0	25.0	44	53
6510	829202	40	26	25.0	31.0	17	44.0	39	19.0	38	41	46	51.0	35	33.0	30.0	21.0	23.0	38	43
6511	829204	45	33	28.0	39.0	23	45.0	44	41.0	42	42	50	71.0	35	38.0	48.0	33.0	22.0	47	46
6512	829206	30	29	23.0	40.0	24	42.0	41	37.0	41	29	40	48.0	33	36.0	31.0	21.0	24.0	48	45
6513	829207	30	25	26.0	29.0	22	45.0	25	25.0	40	28	41	49.0	26	34.0	28.0	14.0	23.0	42	46
6514	829208	39	44	22.0	43.0	28	48.0	50	61.0	47	47	62	70.0	39	41.0	55.0	30.0	26.0	58	56
6515	829210	41	46	23.0	41.0	33	47.0	55	54.0	48	45	61	69.0	40	40.0	51.0	37.0	26.0	56	52
6516	829213	36	36	24.0	31.0	21	46.0	35	25.0	39	28	25	45.0	32	29.0	39.0	27.0	25.0	26	48
6517	829215	47	47	28.0	31.0	31	47.0	50	59.0	47	46	42	65.0	43	43.0	58.0	28.0	28.0	57	56
6518	829221	40	15	26.0	21.0	11	44.0	36	21.0	25	33	25	20.0	26	30.0	21.0	20.0	22.0	31	44
6519	829223	23	29	24.0	31.0	18	41.0	32	25.0	35	30	25	26.0	23	32.0	20.0	14.0	21.0	26	27
6520	829228	34	42	25.0	37.0	28	45.0	53	57.0	47	40	50	61.0	37	41.0	41.0	31.0	21.0	57	51
6521	829226	44	40	21.0	30.0	18	41.0	49	50.0	45	37	45	48.0	38	42.0	49.0	27.0	22.0	55	49
6522	829230	40	39	28.0	39.0	20	42.0	48	52.0	46	45	47	72.0	39	38.0	49.0	33.0	20.0	51	56
6523	829232	53	43	22.0	35.0	39	48.0	57	59.0	48	43	52	65.0	39	42.0	39.0	35.0	21.0	56	46
6524	829234	38	33	23.0	38.0	30	40.0	52	55.0	49	38	56	74.0	40	40.0	46.0	28.0	23.0	44	35
6525	829235	48	50	29.0	43.0	48	47.0	57	59.0	47	48	36	58.0	37	46.0	52.0	37.0	27.0	62	58
6526	829236	44	44	28.0	36.0	34	49.0	56	55.0	48	45	61	67.0	42	45.0	50.0	32.0	22.0	55	58
6527	829238	20	41	23.0	41.0	22	47.0	33	38.0	33	44	55	65.0	31	40.0	27.0	21.0	21.0	43	51
6528	829240	37	47	22.0	35.0	35	45.0	50	53.0	45	46	43	66.0	30	43.0	45.0	37.0	22.0	56	50
6529	829242	38	37	21.0	34.0	28	41.0	45	57.0	44	35	44	68.0	36	36.0	43.0	26.0	24.0	44	35
6530	829246	39	40	22.0	36.0	25	45.0	52	64.0	48	47	52	55.0	41	44.0	45.0	40.0	22.0	55	49
6531	829243	43	45	24.0	39.0	26	46.0	55	59.0	47	42	50	71.0	39	42.0	48.0	39.0	22.0	59	46
6532	829244	41	45	26.0	40.0	29	46.0	44	54.0	44	41	32	60.0	30	41.0	31.0	32.0	25.0	50	55
6533	829248	38	45	23.0	36.0	24	46.0	52	54.0	48	43	48	72.0	40	44.0	44.0	39.0	22.0	55	56
6534	829245	47	36	30.0	33.0	21	42.0	28	34.0	40	40	39	63.0	33	39.0	35.0	27.0	22.0	41	54
6535	829249	43	33	25.0	31.0	27	43.0	31	40.0	42	37	28	43.0	32	36.0	34.0	28.0	24.0	47	43
6536	829250	50	41	22.0	40.0	25	47.0	57	52.0	47	38	49	70.0	39	41.0	46.0	42.0	24.0	49	51
6537	829251	40	34	26.0	29.0	23	46.0	36	33.0	37	47	33	56.0	34	38.0	45.0	35.0	24.0	45	53
6538	829252	50	48	24.0	42.0	30	45.0	61	61.0	48	45	51	60.0	41	42.0	52.0	47.0	24.0	60	55
6539	829253	37	44	27.0	28.0	20	42.0	29	33.0	33	39	27	52.0	36	40.0	41.0	25.0	22.0	43	44
6540	829254	50	43	24.0	40.0	25	46.0	44	55.0	47	47	53	68.0	41	42.0	52.0	39.0	23.0	60	55
6541	829255	51	50	30.0	40.0	44	48.0	56	53.0	46	44	51	67.0	37	46.0	41.0	34.0	25.0	56	58
6542	829256	48	43	25.0	40.0	35	44.0	50	45.0	42	37	49	66.0	36	39.0	41.0	31.0	23.0	46	49
6543	829258	48	49	24.0	34.0	45	43.0	58	63.0	47	40	54	62.0	38	45.0	41.0	34.0	23.0	58	54
6544	829257	39	49	30.0	34.0	39	48.0	64	57.0	48	44	61	74.0	38	41.0	54.0	33.0	27.0	61	57
6545	829259	40	44	20.0	33.0	31	42.0	49	52.0	45	38	48	66.0	43	45.0	43.0	30.0	25.0	56	48
6546	829262	38	44	20.0	35.0	19	42.0	31	40.0	46	40	42	66.0	38	38.0	39.0	27.0	25.0	57	47
6547	829263	50	43	30.0	47.0	28	45.0	50	44.0	48	45	60	66.0	40	41.0	56.0	35.0	29.0	53	50
6548	829264	36	39	24.0	27.0	28	48.0	48	45.0	47	38	51	67.0	43	40.0	32.0	47.0	24.0	56	55
6549	829268	39	46	25.0	37.0	27	44.0	39	33.0	44	38	30	65.0	37	41.0	45.0	32.0	25.0	51	52
6550	829269	44	45	29.0	47.0	33	45.0	49	49.0	49	44	49	64.0	39	40.0	55.0	34.0	26.0	56	56
6551	829275	43	42	27.0	36.0	28	42.0	26	32.0	41	43	28	56.0	33	32.0	36.0	33.0	26.0	45	47
6552	829278	42	45	28.0	40.0	30	45.0	41	34.0	43	33	44	59.0	34	36.0	43.0	33.0	25.0	53	51
6553	829279	52	48	28.0	44.0	35	48.0	42	45.0	45	40	43	63.0	39	39.0	46.0	35.0	26.0	56	56
6554	829274	39	37	27.0	42.0	29	42.0	30	30.0	45	33	35	59.0	32	30.0	41.0	32.0	27.0	43	41
6555	829281	51	46	28.0	37.0	30	47.0	57	61.0	46	47	34	63.0	37	45.0	51.0	36.0	26.0	54	58
6556	829284	54	44	29.0	38.0	28	48.0	38	38.0	42	42	44	59.0	34	33.0	47.0	28.0	29.0	54	52
6557	829286	44	46	28.0	41.0	31	48.0	37	38.0	46	44	29	64.0	34	35.0	49.0	32.0	29.0	50	55
6558	829287	46	44	28.0	35.0	29	47.0	33	36.0	45	37	56	71.0	34	34.0	47.0	45.0	28.0	51	53
6559	829290	42	49	27.0	35.0	39	45.0	54	58.0	42	45	42	65.0	37	35.0	47.0	51.0	26.0	52	54
6560	829292	44	52	28.0	40.0	37	48.0	40	41.0	48	41	41	69.0	35	36.0	41.0	54.0	25.0	58	57
6561	829296	22	10	28.0	24.0	18	40.0	39	25.0	43	34	20	45.0	42	25.0	32.0	38.0	25.0	42	49
6562	829299	47	45	29.0	40.0	30	48.0	55	51.0	45	43	46	73.0	37	39.0	42.0	37.0	27.0	57	55
6563	829300	52	44	29.0	41.0	22	46.0	40	42.0	45	43	38	72.0	36	40.0	49.0	49.0	25.0	56	58
6564	829309	49	41	26.0	42.0	35	44.0	53	47.0	47	46	71	60.0	39	41.0	54.0	39.0	28.0	55	48
6565	829390	42	35	25.0	47.0	42	50.0	29	40.0	45	44	48	56.0	41	35.0	44.0	35.0	27.0	53	45
6566	829393	43	36	26.0	43.0	41	40.0	50	36.0	46	48	67	49.0	43	36.0	46.0	29.0	28.0	54	51
6567	829395	48	52	25.0	44.0	49	45.0	53	41.0	43	45	69	55.0	43	39.0	54.0	43.0	29.0	54	44
6568	829397	31	21	24.0	34.0	34	40.0	35	25.0	30	41	48	27.0	30	31.0	37.0	21.0	28.0	39	38
6569	829398	51	46	22.0	44.0	43	46.0	56	47.0	42	49	72	54.0	42	35.0	56.0	36.0	30.0	57	48
6570	829460	42	43	23.0	38.0	19	47.0	27	55.0	40	44	18	33.0	37	45.0	44.0	37.0	28.0	54	56
6571	829461	47	39	24.0	40.0	21	34.0	25	62.0	33	45	25	34.0	21	40.0	23.0	28.0	24.0	53	55
